id,selected,inside_boundary,meets threshold,latitude (deg),longitude (deg),distance from center (m),address,confidence
178,true,true,true,40.84454355,-73.87676301,21425.2,"1061 Bronx Park S, Bronx, NY 10460, United States",0.63
179,true,true,true,40.84448176,-73.87678147,21426.9,"1061 Bronx Park S, Bronx, NY 10460, United States",0.72
180,true,true,true,40.84678465,-73.84361819,18631.0,"1685 Waters Pl, Bronx, NY 10461, USA",0.64
181,true,true,true,40.84773925,-73.83186706,17640.9,"3009 Westchester Ave, Bronx, NY 10461, USA",0.34
182,false,true,true,40.84820112,-73.89355819,22835.7,"2026A Lafontaine Ave, Bronx, NY 10457, USA",0.36
183,true,true,true,40.84818335,-73.84401766,18664.1,"1780 Eastchester Rd, Bronx, NY 10461, USA",0.32
184,false,true,true,40.84780364,-73.78929601,14056.1,"340 William Ave, Bronx, NY 10464, USA",0.35
185,true,true,true,40.84679750,-73.83889950,18233.6,"1300 Waters Pl, Bronx, NY 10461, USA",0.84
186,true,true,true,40.84683230,-73.83889936,18233.6,"1300 Waters Pl, Bronx, NY 10461, USA",0.84
187,false,true,true,40.84780346,-73.78930309,14056.7,"340 William Ave, Bronx, NY 10464, USA",0.41
188,true,true,true,40.84756805,-73.83884165,18228.3,"1805 Hutchinson River Pkwy E, Bronx, NY 10461, United States",0.74
189,true,true,true,40.84858123,-73.85825717,19863.2,"1831 Radcliff Ave, Bronx, NY 10462-3706, United States",0.44
190,true,true,true,40.84757046,-73.83888093,18231.6,"1803 Hutchinson River Pkwy E, Bronx, NY 10461, United States",0.80
191,true,true,true,40.84756379,-73.83879936,18224.7,"1805 Hutchinson River Pkwy E, Bronx, NY 10461, United States",0.82
192,true,true,true,40.84861261,-73.85819221,19857.7,"1831 Radcliff Ave, Bronx, NY 10462-3706, United States",0.50
193,true,true,true,40.84799439,-73.84640208,18864.9,"1190 Pierce Ave, Bronx, NY 10461, USA",0.78
194,true,true,true,40.84804224,-73.84644459,18868.4,"1190 Pierce Ave, Bronx, NY 10461, USA",0.84
195,true,true,true,40.84799363,-73.84641417,18865.9,"1190 Pierce Ave, Bronx, NY 10461, USA",0.86
196,true,true,true,40.84808951,-73.84648189,18871.6,"1190 Pierce Ave, Bronx, NY 10461, USA",0.85
197,true,true,true,40.84817625,-73.84404145,18666.1,"1780 Eastchester Rd, Bronx, NY 10461, USA",0.82
198,true,true,true,40.84818879,-73.84399276,18662.0,"1780 Eastchester Rd, Bronx, NY 10461, USA",0.82
199,true,true,true,40.84820359,-73.84394381,18657.9,"1740 Bassett Ave, Bronx, NY 10461-2323, United States",0.84
200,false,true,true,40.84981316,-73.79092196,14194.5,"435 Hunter Ave, Bronx, NY 10464, USA",0.27
201,true,true,true,40.85040343,-73.91002032,24223.2,"1908 Jerome Ave, Bronx, NY 10453, USA",0.32
202,true,true,true,40.84900561,-73.84655538,18878.0,"1600 Tenbroeck Ave, Bronx, NY 10461, United States",0.74
203,true,true,true,40.84903933,-73.84655676,18878.2,"1600 Tenbroeck Ave, Bronx, NY 10461, United States",0.77
204,true,true,true,40.84906615,-73.84655785,18878.3,"1608 Tenbroeck Ave, Bronx, NY 10461, United States",0.80
205,true,true,true,40.84901234,-73.84655633,18878.1,"1600 Tenbroeck Ave, Bronx, NY 10461, United States",0.85
206,false,true,true,40.85072187,-73.83349947,17780.8,"1939 Pilgrim Ave, Bronx, NY 10461, USA",0.29
207,true,true,true,40.85071961,-73.83347165,17778.5,"1939 Pilgrim Ave, Bronx, NY 10461, USA",0.30
208,true,true,true,40.85082160,-73.79228783,14311.5,"453-457 City Island Ave, Bronx, NY 10464, USA",0.30
209,true,true,true,40.84988120,-73.84584642,18819.1,"1825 Sackett Ave, Bronx, NY 10461, USA",0.76
210,true,true,true,40.84994633,-73.84584904,18819.4,"1825 Sackett Ave, Bronx, NY 10461, USA",0.75
211,true,true,true,40.84986081,-73.84584813,18819.2,"1825 Sackett Ave, Bronx, NY 10461, USA",0.79
212,true,true,true,40.85104257,-73.84489576,18740.9,"1859 Eastchester Rd, Bronx, NY 10461, USA",0.38
213,true,true,true,40.84991829,-73.84584853,18819.4,"1825 Sackett Ave, Bronx, NY 10461, USA",0.80
214,true,true,true,40.85105600,-73.84489676,18741.0,"1859 Eastchester Rd, Bronx, NY 10461, USA",0.41
215,true,true,true,40.85102748,-73.84489593,18740.9,"1859 Eastchester Rd, Bronx, NY 10461, USA",0.43
216,true,true,true,40.85101031,-73.84489683,18740.9,"1859 Eastchester Rd, Bronx, NY 10461, USA",0.47
217,true,true,true,40.85023828,-73.83850923,18201.8,"1000 Waters Pl, Bronx, NY 10461-2700, United States",0.85
218,true,true,true,40.85057154,-73.84574326,18811.4,"1300 Morris Park Ave, Bronx, NY 10461, USA",0.76
219,true,true,true,40.85098898,-73.84489931,18741.1,"1859 Eastchester Rd, Bronx, NY 10461, USA",0.66
220,true,true,true,40.85057216,-73.84560608,18799.9,"1300 Morris Park Ave, Bronx, NY 10461, United States",0.80
221,true,true,true,40.85063605,-73.84647714,18873.3,"1230 Morris Park Ave, Bronx, NY 10461, USA",0.79
222,true,true,true,40.85067879,-73.84647488,18873.2,"1230 Morris Park Ave, Bronx, NY 10461, USA",0.78
223,true,true,true,40.85055300,-73.84512260,18759.1,"1845 Eastchester Rd, Bronx, NY 10461, USA",0.83
224,true,true,true,40.85107221,-73.84489789,18741.2,"1859 Eastchester Rd, Bronx, NY 10461, USA",0.68
225,true,true,true,40.85058342,-73.84511009,18758.1,"1845 Eastchester Rd, Bronx, NY 10461, USA",0.85
226,true,true,true,40.85057282,-73.84567628,18805.8,"1300 Morris Park Ave, Bronx, NY 10461, USA",0.86
227,true,true,true,40.85063400,-73.84659499,18883.2,"1230 Morris Park Ave, Bronx, NY 10461, USA",0.85
228,true,true,true,40.85067974,-73.84659307,18883.1,"1230 Morris Park Ave, Bronx, NY 10461, USA",0.86
229,true,true,true,40.85154287,-73.91510611,24653.0,"1835 University Ave, Bronx, NY 10453, USA",0.74
230,false,true,true,40.85283334,-73.84654628,18884.4,"1225a Morris Park Ave, Bronx, NY 10461, USA",0.25
231,false,true,true,40.85207217,-73.87567354,21334.2,"2300 Southern Blvd, Bronx, NY 10460, United States",0.59
232,true,true,true,40.85207743,-73.87565143,21332.4,"2300 Southern Blvd, Bronx, NY 10460, United States",0.68
233,true,true,true,40.85272355,-73.84632145,18865.1,"1225a Morris Park Ave, Bronx, NY 10461, USA",0.50
234,true,true,true,40.85201347,-73.84576184,18816.0,"1301 Morris Park Ave, Bronx, NY 10461, USA",0.76
235,true,true,true,40.85293389,-73.91909064,24991.2,"230 W Tremont Ave, Bronx, NY 10453, USA",0.59
236,true,true,true,40.85305126,-73.91923802,25003.9,"230 W Tremont Ave, Bronx, NY 10453, USA",0.55
237,true,true,true,40.85196713,-73.84576180,18815.9,"1301 Morris Park Ave, Bronx, NY 10461, USA",0.81
238,true,true,true,40.85192609,-73.84576349,18815.9,"1301 Morris Park Ave, Bronx, NY 10461, USA",0.84
239,true,true,true,40.85205167,-73.84576140,18816.1,"1301 Morris Park Ave, Bronx, NY 10461, USA",0.81
240,true,true,true,40.85217884,-73.84438306,18700.4,"1925 Eastchester Rd, Bronx, NY 10461, USA",0.77
241,true,true,true,40.85217933,-73.84433828,18696.6,"1925 Eastchester Rd, Bronx, NY 10461, USA",0.80
242,true,true,true,40.85294661,-73.91911395,24993.2,"230 W Tremont Ave, Bronx, NY 10453, USA",0.68
243,true,true,true,40.85273728,-73.92096396,25148.5,"275 Harlem River Pk Brg, Bronx, NY 10453, USA",0.76
244,true,true,true,40.85292183,-73.91913763,24995.1,"230 W Tremont Ave, Bronx, NY 10453, USA",0.70
245,true,true,true,40.85271742,-73.92093251,25145.8,"275 Harlem River Pk Brg, Bronx, NY 10453, USA",0.78
246,true,true,true,40.85293599,-73.91916352,24997.3,"230 W Tremont Ave, Bronx, NY 10453, USA",0.71
247,true,true,true,40.85224163,-73.84438295,18700.6,"1925 Eastchester Rd, Bronx, NY 10461, USA",0.81
248,true,true,true,40.85299243,-73.91911043,24993.0,"230 W Tremont Ave, Bronx, NY 10453, USA",0.70
249,true,true,true,40.85329095,-73.79980378,14952.5,"13 Rodmans Neck, Bronx, NY 10464, United States",0.35
250,true,true,true,40.85224237,-73.84433879,18696.9,"1925 Eastchester Rd, Bronx, NY 10461, USA",0.82
251,true,true,true,40.85297530,-73.91908570,24990.9,"230 W Tremont Ave, Bronx, NY 10453, USA",0.72
252,true,true,true,40.85303072,-73.91911370,24993.4,"230 W Tremont Ave, Bronx, NY 10453, USA",0.70
253,true,true,true,40.85290689,-73.91911505,24993.2,"230 W Tremont Ave, Bronx, NY 10453, USA",0.75
254,true,true,true,40.85296120,-73.91913949,24995.4,"230 W Tremont Ave, Bronx, NY 10453, USA",0.73
255,true,true,true,40.85300343,-73.91913689,24995.3,"230 W Tremont Ave, Bronx, NY 10453, USA",0.72
256,true,true,true,40.85301638,-73.91908707,24991.1,"230 W Tremont Ave, Bronx, NY 10453, USA",0.72
257,true,true,true,40.85299958,-73.91906024,24988.8,"230 W Tremont Ave, Bronx, NY 10453, USA",0.74
258,true,true,true,40.85294954,-73.91918741,24999.4,"230 W Tremont Ave, Bronx, NY 10453, USA",0.77
259,true,true,true,40.85307471,-73.91921418,25001.9,"230 W Tremont Ave, Bronx, NY 10453, USA",0.73
260,true,true,true,40.85297370,-73.91916550,24997.6,"230 W Tremont Ave, Bronx, NY 10453, USA",0.78
261,true,true,true,40.85279857,-73.83935652,18279.2,"1250 Waters Pl, Bronx, NY 10461, USA",0.75
262,true,true,true,40.85289674,-73.89102649,22628.6,"4418-4428 Third Ave, Bronx, NY 10457, USA",0.84
263,true,true,true,40.85292708,-73.89099828,22626.4,"4418-4428 Third Ave, Bronx, NY 10457, USA",0.85
264,true,true,true,40.85296303,-73.89096639,22623.8,"4422 3rd Ave, Bronx, NY 10457-2544, United States",0.86
